abakus;kulram
avslag;diss
avslag;nobba
avslag;refuserande
avslag;vägran
avslappnad;cool
avslappnande;avstressande
avslappnat;soft
avsluta;bryta
avsluta;fullborda
avsluta;fullgöra
avsluta;färdigställa
avsluta;sluta
avsluta;slutföra
avsluta;stoppa
avsluta;terminera
avsluta;upphöra
avsluta;ända
avslutad;fullgången
avslutad;färdig
avslutad;slutförd
avslutad;terminerad
avslutning;final
avslutning;fullbordande
avslutning;slutförande
avslutning;ände
avslutning;ändpunkt
avslå;avböja
avslå;förkasta
avslå;förvägra
avslå;neka
avslå;nobba
avslå;rata
avslå;refusera
avslöja;blotta
avslöja;blottlägga
avslöja;blottställa
avslöja;demaskera
avslöja;ertappa
avslöja;genomskåda
avslöja;röja
avslöja;uppdaga
avslöja;yppa
avslöja anförtrodd hemlighet;skvallra
avslöjande;blottlägga
avslöjande;blottläggande
avslöjande;röja
avsmak;olust
avsmak;vämjelse
avsmak;äckel
avsnitt;episod
avsnitt;kapitel
avsnitt;parti
avsnitt;sektor
avsnitt;stycke
avsnitt;utdrag
avspegla;återge
avspisa;nobba
avspisa;näpsa
avspisa;snoppa av
avspänd;harmonisk
avspärra;stoppa
avstamp;start
avsteg;avvikelse
avstressande;avslappnande
avstyra;avleda
avstyra;avvärja
avstyra;förhindra
avstyra;hindra
avstyra;parera
avstyra;stoppa
avstyra;stävja
avstyra;sätta stopp för
avstyra;undvika
avstå;låta bli
avstå från;skippa
avstå från;undvara
avstånd;distans
avstånd;mellanrum
avstånd;sträcka
avstängd;spärrad
avstängning;reglering
avstöta;avvisa
avstöta;förkasta
avsugning;oralsex
avsvimmad;medvetslös
avsyna;besiktiga
avsyna;granska
avsyna;inspektera
avsyna;kontrollera
avsyna;ögna igenom
avsäga sig tronen;abdikera
avsöka;granska
avsöka;syna av
avsöka;söka igenom
avsöka;visitera
avsända;skicka
avsända;sända
avsätta;deponera
avsätta;entlediga
avta;avtaga
avta;dala
avta;falna
avta;minska
avta;mojna
avta;sina
avta;stagnera
avtaga;avta
avtaga;dala
avtaga;mattas
avtaga;minska
avtagande;fallande
avtagande;minskande
avtagande;minskning
avtagande;nedgång
avtagande;tillbakagång
avtal;förbindelse
avtal;kontrakt
avtal;pakt
avtal;samförstånd
avtal;uppgörelse
avtal;överenskommelse
avtala;bestämma
avtrubbad;bedövad
avtrubbad;förslöad
avtryck;kopia
avtryck;märke
avtryck;prägel
avtryck;spår
avtryckare;utlösare
avträde;latrin
avtvinga;avpressa
avtyna;falna
avtärd;sliten
avtärd;utmärglad
avund;avundsjuka
avund;missunnsamhet
avundas;avundsjuk
avundsjuk;avundas
avundsjuk;sotis
avundsjuka;avund
avundsjuka;missunnsamhet
avvakta;bida
avvakta;dröja
avvakta;vänta
avvaktande;väntande
avverka;avklara
avverka;fälla
avverka;ta bort
avverka;tillryggalägga
avverkning;skövling
avvika;deviera
avvika;divergera
avvika;dra
avvika;skilja sig från
avvika;sticka
avvikande;annorlunda
avvikande;divergerande
avvikande;olik
avvikande;onormal
avvikande;udda
avvikelse;abnormitet
avvikelse;anomali
avvikelse;avsteg
avvikelse;deviation
avvikelse;differens
avvikelse;diskrepans
avvikelse;felaktighet
avvikelse;olikhet
avvikelse;skiljaktighet
avvikelse;skillnad
avvikning;rymning
avvisa;avfärda
avvisa;avstöta
avvisa;förkasta
avvisa;förskjuta
avvisa;neka
avvisa;nobba
avvisa;rata
avvisa;snoppa av
avvisa;tillbakavisa
avvisande;avfärdande
avvisande;nobba
avvisande;refusering
avvisande;svårövertalad
avvisning;refusering
avväg;villospår
avväg;villoväg
avväga;balansera
avväpna;desarmera
avväpning;avrustning
avvärja;avstyra
avvärja;förhindra
avvärja;hejda
avvärja;parera
avyttra;sälja
axiom;grundsats
axiom;postulat
axiom;sanning
axiom;självklarhet
babbel;pladder
babbel;prat
babbel;svammel
babbla;pladder
babbla;pladdra
babbla;snacka
babbla;tjattra
babblande;tjatter
baby;barn
baby;bebis
baby;spädbarn
babysäng;barnsäng
babysäng;vagga
back;försvarare
backa;gå tillbaka
backa;reversera
backa upp;stödja
backe;backsluttning
backe;lutning
backe;motlut
backe;sluttning
backe;slänt
backe;stigning
backig;kuperad
backsluttning;backe
backsluttning;sluttning
backsluttning;slänt
bad;dopp
bada;simma
bada;ta ett dopp
badhall;badhus
badhus;badhall
badhus;inomhusbad
badhus;simhall
badstrand;strand
badstuga;bastu
bag;påse
bag;väska
bag-in-box;lådvin
bagage;packning
bagage;resgods
bagageutrymme;skuff
bagarbod;bageri
bagatell;struntsak
bagatellartad;betydelselös
bagatellartad;obetydlig
bagatellartad;oväsentlig
bagatellartad;ringa
bageri;bagarbod
bagge;gumse
baisse;fall
baisse;fallande
baisse;nedgång
bajs;dynga
bajsade;sket
bajsarsle;skitröv
bajsfabrik;rumpa
bajshål;rövhål
bajskorv;mat
bajskorv;skitkorv
bajsrester;konkelbär
bak;rumpa
bak;stjärt
bak;stuss
bak;ända
bak;ändalykt
bakanför;bakom
bakdel;akter
bakdel;rumpa
bakdel;stjärt
bakdel;ända
bakelse;bakverk
bakfull;bakis
bakgrund;historia
bakis;bakfull
bakis;betongkeps
bakom;bakanför
bakom;bortom
bakom flötet;dum
bakpulver;jäsningsmedel
baksida;nackdel
baksida av underben;vad
bakslag;avbräck
bakslag;misslyckas
bakslag;motgång
bakslug;illistig
bakslug;knipslug
bakslug;listig
bakslug;lömsk
baktala;förtala
baktala;skvallra
baktala;tala bakom ryggen
baktericid;bakteriedödande
bakteriedödande;baktericid
bakteriefri;steril
bakugn;ugn
bakverk;bakelse
bakvänd;knasig
balans;harmoni
balans;jämvikt
balans;jämviktsläge
balans;lagom
balansera;avväga
balansera;kalibrera
balansera;utjämna
balanserad;harmonisk
balanserad;nyanserad
balanserad;sansad
balanserad;stabil
balja;ho
balja;kar
balja;skida
balk;bjälke
ball;cool
ball;fräck
ball;häftig
ball;jag är cool
ball;störtskön
ball;tuff
balla;coola
ballad;smörsång
ballt;cool
ballt;coolt
ballt;grymt
bamba;barnbespisning
bamba;matbespisning
bamba;matsal
bamba;skolmatsal
bamse;seriefigur
bamse;stor
bamsig;enorm
bana;bereda
bana;kretslopp
bana;kurs
bana;röja
bana;spelplan
bana;spår
bana väg för;förbereda
banal;banala
banal;enkel
banal;konstlös
banal;oväsentlig
banal;poänglös
banal;trivial
banal;vardaglig
banala;banal
banalitet;platthet
banalitet;trivialitet
banan;guleböj
banbrytande;epokgörande
banbrytande;pionjär
banbrytare;pionjär
band;förbindelse
band;kassett
band;liga
band;länk
band;rem
band;remsa
band;snöre
band;stropp
bandage;förband
bandagera;förbinda
bandit;buse
bandit;förbrytare
bandit;ligist
bandit;missdådare
bandit;skurk
bandit;tjuv
baner;flagga
banga;dra sig ur
banga;strunta i
banga;stå över
bank;sandrev
banka;bulta
banka;dunka
banka;hamra
banka;knacka
banka;slå
banka bäver;sex
banka bäver;älska
bankande;dunkande
bankett;bjudning
bankett;festmåltid
bankrutt;luspank
bankvalv;kassavalv
bann;förbud
banna;läxa upp
banna;skälla
bannlysa;förbjuda
bannlysa;fördöma
bannor;ovett
bannor;ris
bannor;utskällning
banta;viktreducera
bantad;slimmad
bar;bardisk
bar;kal
bar;naken
bar;näck
bar;pub
bar;skallig
bara;blott
bara;enbart
bara;endast
bara;enkom
barbar;vilde
barbarisk;brutal
barbarisk;grym
barbarisk;omänsklig
barbarisk;vild
barberare;frisör
bard;skald
bardisk;bar
barm;bröst
barm;byst
barmhärtig;nådig
barmhärtighet;förskoning
barmhärtighet;godhet
barmhärtighet;mildhet
barmhärtighet;nåd
barmhärtighetsverk;välgärning
barn;avkomma
barn;baby
barn;barnunge
barn;kidsen
barn;människobarn
barn;telning
barn;ungar
barn;unge
barnafödande;förlossning
barnbespisning;bamba
barnflicka;au-pair
barnflicka;barnpiga
barnläkare;pediatriker
barnpiga;barnflicka
barnporr;pedofilporr
barnslig;infantil
barnslig;juvenil
barnslig;naiv
barnslig;omogen
barnsäng;babysäng
barnunge;barn
barnunge;småbarn
barnvagn;sulky
barock;bisarr
baron;adelsman
baron;friherre
barr;hår
barrikad;hinder
barrikadera;hindra
barrikera;försegla
barriär;gräns
barriär;hinder
barriär;mur
barsk;sträng
barsk;sträv
barskrapad;fattig
bas;alkali
bas;grund
basal;grundläggande
baseball;baseboll
baseboll;baseball
basera;grunda
basera;grundlägga
basket;basketboll
basket;korgboll
basketboll;basket
basse;menig
bassäng;pool
bastant;kraftig
bastant;massiv
bastant;mäktig
bastant;ordentlig
bastant;rejäl
bastant;rejält
bastant;rundlagd
bastant;stabil
bastant;stadig
bastant;tjock
bastard;oäkting
bastu;badstuga
bastu;sauna
bastu;ångbad
batalj;kamp
batalj;slag
batalj;strid
baxna;förvånas
baxna;häpna
be;bedja
be;vädja
be om något;fråga
beach;strand
beakta;ha i åtanke
beakta;observera
beakta;ta hänsyn
beakta;ta hänsyn till
beakta;uppmärksamma
beakta;överväga
beaktande;hänsyn
beaktande;övervägande
beaktansvärd;viktig
bearbeta;behandla
bearbeta;omforma
bearbeta;processa
bearbeta;påverka
bearbetning;process
bebis;baby
bebis;nyfödd
bebis;spädbarn
beblanda;integrera
bedarra;lugna ned sig
bedja;be
bedra;bedraga
bedra;dupera
bedra;förleda
bedra;lura
bedra;svika
bedra;svindla
bedra;vara otrogen
bedra;vilseföra
bedra;vilseleda
bedraga;bedra
bedraga;bluffa
bedraga;dupera
bedraga;lura
bedraga;svindla
bedraga;vilseföra
bedragare;lurendrejare
bedragare;rufflare
bedragare;skojare
bedragare;svindlare
bedragen;duperad
bedragit;svikt
bedrift;bragd
bedrift;hjältedåd
bedrift;konststycke
bedrift;prestation
bedriva;driva
bedriva;idka
bedriva;utöva
bedrägeri;bluff
bedrägeri;fusk
bedrägeri;lura
bedrägeri;lurendrejeri
bedrägeri;mygel
bedrägeri;ruffel
bedrägeri;svindleri
bedräglig;falsk
bedröva;orsaka smärta
bedröva;smärta
bedrövad;dyster
bedrövad;förtvivlad
bedrövad;ledsen
bedrövad;melankolisk
bedrövad;sorgsen
bedrövad;tröstlös
bedrövad;tungsint
bedrövad;uppgiven
bedrövelse;bekymmer
bedrövelse;elände
bedrövelse;sorg
bedrövelse;sorgsenhet
bedrövlig;deprimerande
bedrövlig;eländig
bedrövlig;förskräcklig
bedrövlig;gräslig
bedrövlig;hemsk
bedrövlig;hopplös
bedrövlig;jämmerlig
bedrövlig;sorglig
bedrövlig;usel
bedrövligt;beklämmande
bedyra;försäkra
bedöma;avgöra
bedöma;betygsätta
bedöma;estimera
bedöma;evaluera
bedöma;gradera
bedöma;recensera
bedöma;uppskatta
bedöma;utvärdera
bedöma;väga
bedöma;värdera
bedömare;granskare
bedömare;kritiker
bedömare;recensent
bedömning;betyg
bedömning;klassificering
bedömning;kritik
bedömning;skattning
bedåra;förtrolla
bedåra;tjusa
bedårande;charmerande
bedårande;förtjusande
bedårande;gullig
bedårande;snygg
bedårande;söt
bedårande;underskön
bedårande;urgullig
bedårande;vacker
bedöva;sedera
bedövad;avtrubbad
bedövning;anestesi
befalla;beordra
befalla;ge order
befalla;kommendera
befalla;order
befallande;auktoritativ
befallande;dominerande
befallande;order
befallning;kommando
befallning;kommendera
befallning;order
befallning;tillsägelse
befara;ana
befara;frukta
befara;misstänka
befattning;position
befattning;post
befattning;ställning
befattning;syssla
befattning;tjänst
befattning;ämbete
befinna;vara
befinnas;vistas
befinner sig;är
befintlig;existerande
befintlig;rådande
befläcka;besudla
befläcka;nedsmutsa
befläcka;smäda
befogad;berättigad
befogad;rättmätig
befogad;välgrundad
befogenhet;mandat
befogenhet;tillstånd
befogenhet;tillåtelse
befolkning;invånare
befolkning;population
befordran;upphöjning
befria;frige
befria;frigöra
befria;frisläppa
befria;frälsa
befria;förlösa
befria;lossa
befria;lösgöra
befria;rädda
befria;släppa
befria;undsätta
befrielse;avlastning
befrielse;lättnad
befrielse;räddning
befrämja;gynna
befrämja;uppmuntra
befukta;väta
befäl;ledarskap
befäl;styre
befälhavare;chef
befälhavare;kommendör
befälhavare;ledare
befälhavare;officer
befälhavare;truppchef
befängd;absurd
befängd;dåraktig
befängd;fånig
befängd;galen
befängd;idiotisk
befängd;knäpp
befängd;löjlig
befängd;orimlig
befängt;dumt
befästa;cementera
befästa;fastslå
befästa;fastställa
befästa;klubba
befästa;stärka
befästa;säkerställa
befästa;säkra
befästa;trygga
befästning;försvarsbyggnad
befästning;försvarsverk
befästning;värn
begabba;förlöjliga
begabba;gyckla med
begabba;håna
begagna;använda
begagna;utnyttja
begagnad;använd
begagnad;second-hand
bege;färdas
bege;sticka
bege;åka
bege sig;fara
bege sig;gå
bege sig;resa
bege sig;traska
bege sig;åka
begeistrad;betagen
begeistrad;entusiastisk
begeistrad;hänförd
begeistrad;uppspelt
begeistring;hänförelse
begrava;dölja
begrava;jorda
begrava;jordfästa
begravning;jordfästning
begravningsplats;gravplats
begravningsplats;kyrkogård
begrepp;term
begripa;fatta
begripa;förstå
begripa;greppa
begripa;inse
begripa;uppfatta
begriper;förstår
begriplig;fattbar
begriplig;förklarlig
begriplig;förståelig
begriplig;tydlig
begriplighet;förståelse
begrunda;fundera
begrunda;reflektera
begrunda;reflektion
begrundan;eftertanke
begrundande;funderande
begrundande;tankfull
begrundande;tänkande
begränsa;hindra
begränsa;hämma
begränsa;inskränka
begränsa;limit
begränsa;reducera
begränsa;stävja
begränsad;limiterad
begränsad;snäv
begränsning;bundenhet
begränsning;inskränkning
begränsning;limit
begränsning;restriktion
begråta;sörja
begynna;börja
begynna;initiera
begynna;inleda
begynna;påbörja
begynna;starta
begynnelse;början
begynnelse;igångsättning
begynnelse;inledning
begynnelse;start
begynnelse;upprinnelse
begå;göra
begär;drift
begär;lust
begär;lusta
begär;åtrå
begär;önskan
begära;erfordra
begära;fordra
begära;fordran
begära;hemställa
begära;kräva
begära;lusta
begära;tillämpa
begäran;fordra
begäran;fordran
begäran;krav
begäran;yrkande
begärelse;lust
begärlig;åtråvärd
begåvad;intelligent
begåvad;klyftig
begåvad;skarp
begåvad;skicklig
begåvad;smart
begåvad;talangfull
begåvning;fallenhet
begåvning;talang
behag;fröjd
behag;trevnad
behag;vällust
behaga;glädja
behaga;tillfredställa
behaga;tilltala
behagfull;ljuvlig
behaglig;angenäm
behaglig;gemytlig
behaglig;jätteskön
behaglig;komfortabel
behaglig;ljuv
behaglig;skön
behaglig;tilltalande
behaglig;trevlig
behaglig;trivsam
behagligt;bekvämt
behandla;bearbeta
behandla;dryfta
behandla;exekvera
behandla;handlägga
behandla;hantera
behandla;processa
behandla;pröva
behandla;vårda
behandling;hantering
behandling;kur
behandling;vård
behandling;åtgärd
behjälplig;hjälpsam
behå;bysthållare
behäftad;förenad
behålla;bibehålla
behålla;spara
behållare;burk
behållare;cistern
behållare;kärl
behållare;reservoar
behållare;tank
behållare;tråg
behändig;användbar
behändig;lätthantering
behändig;lätthanterlig
behändig;smidig
behårad;luden
behörig;berättigad
behörig;kvalificerad
behörighet;tillstånd
behärska;bemästra
behärska;klara av
behärska;kontrollera
behärska;mästra
behärska;tygla
behärskad;dämpad
behärskad;lugn
behärskad;samlad
behärskad;sansad
behärskad;återhållsam
behärskning;fattning
behärskning;kontroll
behöva;tarva
behövlig;erforderlig
bejaka;parera
bekant;bekanting
bekant;familjär
bekant;känd
bekanting;bekant
bekantskap;kontakt
bekantskapskrets;umgänge
beklagande;kondoleans
beklagansvärd;ömklig
beklagligtvis;dessvärre
beklämd;förstämd
beklämd;nedslagen
beklämd;olycklig
beklämmande;bedrövligt
beklämmande;dystert
beklämmande;nedslående
beklämmande;sorglig
beklämning;missmod
bekosta;betala
bekosta;finansiera
bekräfta;betyga
bekräfta;fastställa
bekräfta;intyga
bekräfta;konfirmera
bekräfta;styrka
bekräfta;upprepa
bekräfta;verifiera
bekräfta;vidimera
bekräftande;jakande
bekräftelse;erkännande
bekräftelse;konfirmation
bekväm;komfortabel
bekväm;maklig
bekväm;skön
bekvämlighet;komfort
bekvämt;behagligt
bekvämt;komfortabelt
bekvämt;ledigt
bekymmer;bedrövelse
bekymmer;besvär
bekymmer;bryderi
bekymmer;problem
bekymmer;sorg
bekymmer;strul
bekymmer;trassel
bekymmer;trubbel
bekymmersam;bekymrad
bekymmersam;oroande
bekymmersam;orolig
bekymmersam;prekär
bekymmerslös;lättsam
bekymra;oroa
bekymra;oroad
bekymra;ängsla
bekymra;ängslas
bekymrad;bekymmersam
bekymrad;oroad
bekymrad;orolig
bekymrad;ängslig
bekämpa;bestrida
bekämpa;motarbeta
bekämpa;motverka
bekämpa;slåss mot
bekänna;bikta
bekänna;erkänna
bekännande;bikt
bekännelse;erkännande
bekännelse;konfession
belamra;överhopa
belasta;besvära
belasta;betunga
belasta;påfrestning
belasta;tynga
belastning;börda
belastning;påfrestning
belastning;tryck
belevad;artig
belevad;världsvan
beljuga;förtala
belopp;summa
belysa;förklara
belysa;förtydliga
belysa;klargöra
belysa;påvisa
belysa;tydliggöra
belysa;åskådliggöra
belysning;ljus
belägenhet;situation
belägg;bevis
belägga;bevisa
belägga;fastslå
belägga;styrka
beläggning;hinna
beläggning;yta
belåna;pantsätta
belöna;premiera
belöning;bonus
belöning;gratifikation
belöning;premie
belöning;premiera
belöning;pris
beläst;bildad
belåten;förmäten
belåten;förnöjd
belåten;nöjd
belåten;tillfreds
belåten;tillfredsställd
bemyndiga;auktorisera
bemyndiga;legitimera
bemyndigande;tillstånd
bemöda;vinnlägga
bemärkelsedag;födelsedag
bemärkt;prominent
bemästra;behärska
bemästra;styra över
bemästra;övervinna
bemötas;mottagas
ben;apostlahäst
ben;extremitet
ben;spira
benbrott;fraktur
benfri;urbenad
bengen;polis
benig;knotig
benig;mager
benig;tanig
benign;godartad
benign;ofarlig
benkläder;byxa
benrangel;skelett
bensin;bränsle
bensin;drivmedel
bensin;soppa
bensinstation;mack
benstomme;skelett
bensträckare;paus
benådning;amnesti
benägen;böjd
benägenhet;tendens
benämna;beteckna
benämna;kalla
benämna;namnge
benämning;beteckning
benämning;namn
benämning;term
benämning;uttryck
beordra;befalla
beordra;kommendera
beordra;styra
beordra;ålägga
bepansra;armera
bepansra;beväpna
bepansra;förstärka
bepansra;gå i försvarsställning
beprövad;hållbar
beprövad;pålitlig
bereda;bana
bereda;iordningställa
bereda;laga
bereda;rusta
bereda;tillaga
bereda;tillreda
bereda rum för;inhysa
beredd;klar
beredd;parat
beredd;redo
beredd;rustad
beredd;startklar
beredd;villig
beredning;framställning
beredvillig;hjälpsam
beredvilligt;gärna
berghäll;klippa
bergig;kuperad
bergslejon;puma
bergtagen;trollbunden
bergvägg;klippvägg
beridare;tillridare
berika;förgylla
beriktigad;rättad
berlock;hänge
berlock;hängsmycke
bero;orsakas
beroende;avhängig
beroende;bundenhet
beroende;inte fri
beroende;missbruk
beroende;osjälvständighet
beroende;pundare
beroende;torsk
beroende av;avhängig
beroendeframkallande;vanebildande
berusad;alkoholpåverkad
berusad;bladig
berusad;dragen
berusad;drucken
berusad;full
berusad;i gasen
berusad;onykter
berusad;packad
berusad;plakat
berusad;på kanelen
berusad;på lyran
berusad;på örat
